***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
 100 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 100 ; 120 ; JAGUARI      ;   839.50  ;     1.54  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 121 ; PARAIBUNA    ;  3414.00  ;     4.77  ;    34  ;     1     ;     1      ;     1         ;
 100 ; 122 ; SANTA BRANCA ;   285.00  ;     0.78  ;    41  ;     1     ;     1      ;     1         ;
 100 ; 123 ; FUNIL        ;   585.50  ;     0.70  ;    24  ;     1     ;     1      ;     1         ;
 100 ; 124 ; LAJES        ;   222.68  ;     0.75  ;    25  ;     1     ;     1      ;     1         ;
 100 ; 126 ; PICADA       ;     6.85  ;     0.04  ;    28  ;     1     ;     1      ;     1         ;
 100 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;    24  ;     1     ;     1      ;     1         ;
 100 ; 129 ; SIMPLICIO    ;    13.45  ;     0.25  ;    22  ;     1     ;     1      ;     1         ;
 100 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.15  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 133 ; P. PASSOS    ;    16.26  ;     0.03  ;    26  ;     1     ;     1      ;     1         ;
 100 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.33  ;    38  ;     1     ;     1      ;     1         ;
 100 ; 134 ; SALTO GRANDE ;    67.86  ;     0.16  ;    28  ;     1     ;     1      ;     1         ;
 100 ; 135 ; P. ESTRELA   ;    72.50  ;     0.12  ;    32  ;     1     ;     1      ;     1         ;
 100 ; 139 ; CANDONGA     ;    29.75  ;     0.06  ;    23  ;     1     ;     1      ;     1         ;
 100 ; 143 ; AIMORES      ;   179.25  ;     1.82  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 144 ; MASCARENHAS  ;    21.68  ;     0.11  ;    27  ;     1     ;     1      ;     1         ;
 100 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.02  ;    20  ;     1     ;     1      ;     1         ;
 100 ; 193 ; SA CARVALHO  ;     1.53  ;     0.02  ;    33  ;     1     ;     1      ;     1         ;
 100 ; 217 ; ROSAL        ;    17.19  ;     0.07  ;    51  ;     1     ;     1      ;     1         ;
 100 ; 279 ; SAMUEL       ;  2218.33  ;     4.90  ;    12  ;     1     ;     1      ;     1         ;
 100 ; 148 ; IRAPE        ;  4115.93  ;     4.91  ;    49  ;     1     ;     1      ;     1         ;
 100 ; 283 ; STA CLARA MG ;   148.40  ;     0.40  ;    53  ;     1     ;     1      ;     1         ;
 100 ; 001 ; CAMARGOS     ;   456.00  ;     2.16  ;    40  ;     1     ;     1      ;     1         ;
 100 ; 002 ; ITUTINGA     ;    10.64  ;     0.06  ;    40  ;     1     ;     1      ;     1         ;
 100 ; 006 ; FURNAS       ; 14341.50  ;    41.91  ;    40  ;     1     ;     1      ;     1         ;
 100 ; 007 ; M. DE MORAES ;  2790.00  ;     7.56  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 008 ; ESTREITO     ;  1331.40  ;     1.77  ;    38  ;     1     ;     1      ;     1         ;
 100 ; 009 ; JAGUARA      ;   418.20  ;     1.49  ;    44  ;     1     ;     1      ;     1         ;
 100 ; 010 ; IGARAPAVA    ;   234.83  ;     2.50  ;    48  ;     1     ;     1      ;     1         ;
 100 ; 011 ; VOLTA GRANDE ;  2200.40  ;    10.48  ;    52  ;     1     ;     1      ;     1         ;
 100 ; 012 ; P. COLOMBIA  ;  1420.84  ;     7.91  ;    55  ;     1     ;     1      ;     1         ;
 100 ; 014 ; CACONDE      ;   303.00  ;     1.01  ;    49  ;     1     ;     1      ;     1         ;
 100 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.04  ;    42  ;     1     ;     1      ;     1         ;
 100 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.12  ;    45  ;     1     ;     1      ;     1         ;
 100 ; 017 ; MARIMBONDO   ;  3520.00  ;    17.71  ;    58  ;     1     ;     1      ;     1         ;
 100 ; 018 ; A. VERMELHA  ;  8440.50  ;    27.88  ;    53  ;     1     ;     1      ;     1         ;
 100 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    62.99  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 024 ; EMBORCACAO   ; 11197.00  ;    11.50  ;    36  ;     1     ;     1      ;     1         ;
 100 ; 025 ; NOVA PONTE   ;  7602.00  ;    11.87  ;    40  ;     1     ;     1      ;     1         ;
 100 ; 026 ; MIRANDA      ;  1047.00  ;     1.76  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 030 ; CORUMBA I    ;   985.00  ;     1.64  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 031 ; ITUMBIARA    ; 10800.00  ;    22.57  ;    42  ;     1     ;     1      ;     1         ;
 100 ; 032 ; CACH.DOURADA ;   464.97  ;     3.04  ;    44  ;     1     ;     1      ;     1         ;
 100 ; 033 ; SAO SIMAO    ;  9770.00  ;    24.55  ;    46  ;     1     ;     1      ;     1         ;
 100 ; 037 ; BARRA BONITA ;  1852.00  ;    14.79  ;    64  ;     1     ;     1      ;     1         ;
 100 ; 038 ; A.S. LIMA    ;   525.23  ;     4.00  ;    64  ;     1     ;     1      ;     1         ;
 100 ; 039 ; IBITINGA     ;   962.68  ;     7.23  ;    63  ;     1     ;     1      ;     1         ;
 100 ; 040 ; PROMISSAO    ;  6344.00  ;    30.77  ;    62  ;     1     ;     1      ;     1         ;
 100 ; 042 ; NAVANHANDAVA ;  2666.00  ;    12.72  ;    60  ;     1     ;     1      ;     1         ;
 100 ; 043 ; TRES IRMAOS  ; 11647.50  ;    41.59  ;    60  ;     1     ;     1      ;     1         ;
 100 ; 045 ; JUPIA        ;  3249.13  ;    18.97  ;    58  ;     1     ;     1      ;     1         ;
 100 ; 046 ; P. PRIMAVERA ; 16138.51  ;    73.88  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 278 ; MANSO        ;  5861.50  ;    11.24  ;    34  ;     1     ;     1      ;     1         ;
 100 ; 047 ; A.A. LAYDNER ;  5425.50  ;    24.81  ;    64  ;     1     ;     1      ;     1         ;
 100 ; 049 ; CHAVANTES    ;  7274.50  ;    24.50  ;    70  ;     1     ;     1      ;     1         ;
 100 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.63  ;    54  ;     1     ;     1      ;     1         ;
 100 ; 051 ; CANOAS II    ;   144.69  ;     1.36  ;    58  ;     1     ;     1      ;     1         ;
 100 ; 052 ; CANOAS I     ;   205.82  ;     1.72  ;    59  ;     1     ;     1      ;     1         ;
 100 ; 061 ; CAPIVARA     ;  7678.00  ;    24.53  ;    54  ;     1     ;     1      ;     1         ;
 100 ; 062 ; TAQUARUCU    ;   649.62  ;     3.43  ;    46  ;     1     ;     1      ;     1         ;
 100 ; 063 ; ROSANA       ;  1847.58  ;     8.49  ;    39  ;     1     ;     1      ;     1         ;
 100 ; 057 ; MAUA         ;  1805.00  ;     4.51  ;    60  ;     1     ;     1      ;     1         ;
 100 ; 071 ; STA CLARA PR ;   300.00  ;     0.82  ;    53  ;     1     ;     1      ;     1         ;
 100 ; 072 ; FUNDAO       ;    34.48  ;     0.12  ;    64  ;     1     ;     1      ;     1         ;
 100 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;     5.88  ;    61  ;     1     ;     1      ;     1         ;
 100 ; 083 ; BAIXO IGUACU ;   201.24  ;     1.75  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 086 ; BARRA GRANDE ;  3808.12  ;     4.06  ;    55  ;     1     ;     1      ;     1         ;
 100 ; 088 ; SAO ROQUE    ;   566.19  ;     1.83  ;    53  ;     1     ;     1      ;     1         ;
 100 ; 089 ; GARIBALDI    ;   264.00  ;     1.27  ;    51  ;     1     ;     1      ;     1         ;
 100 ; 090 ; CAMPOS NOVOS ;  1398.50  ;     1.73  ;    55  ;     1     ;     1      ;     1         ;
 100 ; 091 ; MACHADINHO   ;  2811.50  ;     5.46  ;    77  ;     1     ;     1      ;     1         ;
 100 ; 092 ; ITA          ;  4924.26  ;     8.75  ;    62  ;     1     ;     1      ;     1         ;
 100 ; 093 ; PASSO FUNDO  ;   887.00  ;     8.64  ;    77  ;     1     ;     1      ;     1         ;
 100 ; 094 ; MONJOLINHO   ;   147.29  ;     0.33  ;    62  ;     1     ;     1      ;     1         ;
 100 ; 095 ; QUEBRA QUEIX ;   124.00  ;     0.36  ;    78  ;     1     ;     1      ;     1         ;
 100 ; 101 ; SAO JOSE     ;   178.85  ;     1.90  ;    81  ;     1     ;     1      ;     1         ;
 100 ; 102 ; PASSO S JOAO ;    95.99  ;     1.49  ;    75  ;     1     ;     1      ;     1         ;
 100 ; 103 ; FOZ CHAPECO  ;  1466.16  ;     4.52  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 097 ; CASTRO ALVES ;    92.46  ;     0.27  ;    63  ;     1     ;     1      ;     1         ;
 100 ; 098 ; MONTE CLARO  ;    11.35  ;     0.11  ;    81  ;     1     ;     1      ;     1         ;
 100 ; 099 ; 14 DE JULHO  ;    55.42  ;     0.44  ;    81  ;     1     ;     1      ;     1         ;
 100 ; 110 ; ERNESTINA    ;   140.00  ;     2.26  ;    82  ;     1     ;     1      ;     1         ;
 100 ; 111 ; PASSO REAL   ;  1967.50  ;    10.49  ;    69  ;     1     ;     1      ;     1         ;
 100 ; 112 ; JACUI        ;    19.60  ;     0.41  ;    86  ;     1     ;     1      ;     1         ;
 100 ; 113 ; ITAUBA       ;   594.90  ;     1.16  ;    68  ;     1     ;     1      ;     1         ;
 100 ; 114 ; D. FRANCISCA ;   320.41  ;     1.25  ;    66  ;     1     ;     1      ;     1         ;
 100 ; 115 ; G.P. SOUZA   ;   101.00  ;     0.30  ;    38  ;     1     ;     1      ;     1         ;
 100 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    22  ;     1     ;     1      ;     1         ;
 100 ; 073 ; JORDAO       ;    97.50  ;     0.07  ;    75  ;     1     ;     1      ;     1         ;
 100 ; 076 ; SEGREDO      ;  2756.00  ;     5.87  ;    76  ;     1     ;     1      ;     1         ;
 100 ; 077 ; SLT.SANTIAGO ;  4718.50  ;    12.84  ;    76  ;     1     ;     1      ;     1         ;
 100 ; 078 ; SALTO OSORIO ;  1090.90  ;     3.86  ;    69  ;     1     ;     1      ;     1         ;
 100 ; 082 ; SALTO CAXIAS ;  3472.49  ;     9.19  ;    65  ;     1     ;     1      ;     1         ;
 100 ; 169 ; SOBRADINHO   ; 19781.50  ;   156.02  ;    56  ;     1     ;     1      ;     1         ;
 100 ; 172 ; ITAPARICA    ;  9008.00  ;    25.09  ;    35  ;     1     ;     1      ;     1         ;
 100 ; 176 ; COMP PAF-MOX ;  1212.00  ;     7.46  ;    35  ;     1     ;     1      ;     1         ;
 100 ; 178 ; XINGO        ;  3773.00  ;     2.10  ;    35  ;     1     ;     1      ;     1         ;
 100 ; 294 ; FICT.QUEIMAD ;   326.12  ;     1.12  ;    33  ;     1     ;     1      ;     1         ;
 100 ; 295 ; FICT.TRES MA ; 11889.00  ;    33.73  ;    47  ;     1     ;     1      ;     1         ;
 100 ; 308 ; FICT.RETIRO  ;   221.15  ;     0.64  ;    30  ;     1     ;     1      ;     1         ;
 100 ; 154 ; ITAPEBI      ;  1613.07  ;     1.54  ;    25  ;     1     ;     1      ;     1         ;
 100 ; 298 ; FICT.IRAPE   ;  4115.93  ;     4.91  ;    49  ;     1     ;     1      ;     1         ;
 100 ; 189 ; P. CAVALO    ;  2663.00  ;     5.01  ;    45  ;     1     ;     1      ;     1         ;
 100 ; 190 ; B. ESPERANCA ;  4129.00  ;    15.45  ;    48  ;     1     ;     1      ;     1         ;
 100 ; 204 ; CACH.CALDEIR ;   225.34  ;     0.37  ;     8  ;     1     ;     1      ;     1         ;
 100 ; 267 ; ESTREITO TOC ;  4944.50  ;    -1.18  ;    -2  ;     1     ;     1      ;     1         ;
 100 ; 275 ; TUCURUI      ; 30784.00  ;     2.09  ;     1  ;     1     ;     1      ;     1         ;
 100 ; 277 ; BALBINA      ; 14859.06  ;    40.29  ;    19  ;     1     ;     1      ;     1         ;
 100 ; 280 ; COARACY NUNE ;   135.38  ;     0.44  ;    19  ;     1     ;     1      ;     1         ;
 100 ; 284 ; FERREIRA GOM ;   123.31  ;     0.20  ;    12  ;     1     ;     1      ;     1         ;
 100 ; 286 ; STO ANT JARI ;   133.09  ;     0.54  ;    17  ;     1     ;     1      ;     1         ;
 100 ; 291 ; FICT.SERRA M ; 23043.75  ;    22.35  ;    26  ;     1     ;     1      ;     1         ;
 100 ; 292 ; FICT.CANA BR ;  2237.79  ;     3.74  ;    27  ;     1     ;     1      ;     1         ;
 100 ; 302 ; FICT.LAJEADO ;  5003.06  ;     1.88  ;     3  ;     1     ;     1      ;     1         ;
 100 ; 303 ; FICT.PEIXE A ;  2476.85  ;     1.85  ;     7  ;     1     ;     1      ;     1         ;
 100 ; 306 ; FICT.SAO SAL ;   936.28  ;     2.18  ;    21  ;     1     ;     1      ;     1         ;
 100 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 100 ; 272 ; CURUA-UNA    ;   367.50  ;     0.22  ;     3  ;     1     ;     1      ;     1         ;
 100 ; 288 ; BELO MONTE   ;  2276.29  ;     0.36  ;     1  ;     1     ;     1      ;     1         ;
 101 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.81  ;    48  ;     1     ;     1      ;     1         ;
 101 ; 020 ; BATALHA      ;  1105.83  ;     6.76  ;    66  ;     1     ;     1      ;     1         ;
 101 ; 021 ; SERRA FACAO  ;  3475.50  ;     8.65  ;    55  ;     1     ;     1      ;     1         ;
 101 ; 027 ; CAPIM BRANC1 ;   234.70  ;     1.59  ;    51  ;     1     ;     1      ;     1         ;
 101 ; 028 ; CAPIM BRANC2 ;   867.55  ;     2.98  ;    55  ;     1     ;     1      ;     1         ;
 101 ; 029 ; CORUMBA IV   ;  3322.30  ;     8.55  ;    56  ;     1     ;     1      ;     1         ;
 101 ; 048 ; PIRAJU       ;   105.42  ;     0.93  ;    73  ;     1     ;     1      ;     1         ;
 101 ; 066 ; ITAIPU       ; 27914.01  ;    77.91  ;    60  ;     1     ;     1      ;     1         ;
 101 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 101 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 101 ; 141 ; BAGUARI      ;    32.46  ;     0.97  ;    76  ;     1     ;     1      ;     1         ;
 101 ; 153 ; SAO DOMINGOS ;   131.30  ;     1.27  ;    67  ;     1     ;     1      ;     1         ;
 101 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.96  ;    45  ;     1     ;     1      ;     1         ;
 101 ; 156 ; TRES MARIAS  ; 11889.00  ;    43.78  ;    61  ;     1     ;     1      ;     1         ;
 101 ; 162 ; QUEIMADO     ;   326.12  ;     1.99  ;    59  ;     1     ;     1      ;     1         ;
 101 ; 195 ; JAURU        ;    16.92  ;     0.07  ;    34  ;     1     ;     1      ;     1         ;
 101 ; 196 ; GUAPORE      ;    22.46  ;     0.11  ;    28  ;     1     ;     1      ;     1         ;
 101 ; 203 ; CORUMBA III  ;   840.50  ;     3.71  ;    57  ;     1     ;     1      ;     1         ;
 101 ; 227 ; SINOP        ;  2041.80  ;     2.05  ;     4  ;     1     ;     1      ;     1         ;
 101 ; 228 ; COLIDER      ;  1495.39  ;     4.63  ;    34  ;     1     ;     1      ;     1         ;
 101 ; 229 ; TELES PIRES  ;   961.11  ;     0.83  ;     6  ;     1     ;     1      ;     1         ;
 101 ; 230 ; SAO MANOEL   ;   566.12  ;    -0.69  ;   -11  ;     1     ;     1      ;     1         ;
 101 ; 241 ; SLT VERDINHO ;   392.58  ;     2.38  ;    65  ;     1     ;     1      ;     1         ;
 101 ; 249 ; OURINHOS     ;    20.86  ;     0.28  ;    64  ;     1     ;     1      ;     1         ;
 101 ; 251 ; SERRA MESA   ; 32775.00  ;    61.88  ;    52  ;     1     ;     1      ;     1         ;
 101 ; 252 ; CANA BRAVA   ;  2237.79  ;     6.80  ;    49  ;     1     ;     1      ;     1         ;
 101 ; 253 ; SAO SALVADOR ;   936.28  ;     4.37  ;    42  ;     1     ;     1      ;     1         ;
 101 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     8.98  ;    34  ;     1     ;     1      ;     1         ;
 101 ; 261 ; LAJEADO      ;  5003.06  ;     9.39  ;    15  ;     1     ;     1      ;     1         ;
 101 ; 262 ; SALTO        ;   820.42  ;     3.86  ;    64  ;     1     ;     1      ;     1         ;
 101 ; 276 ; RONDON II    ;   335.23  ;     0.84  ;    14  ;     1     ;     1      ;     1         ;
 101 ; 281 ; PONTE PEDRA  ;    92.56  ;     1.05  ;    55  ;     1     ;     1      ;     1         ;
 101 ; 285 ; JIRAU        ;  2746.70  ;   -22.99  ;   -74  ;     1     ;     1      ;     1         ;
 101 ; 287 ; STO ANTONIO  ;  2282.80  ;   -21.65  ;   -74  ;     1     ;     1      ;     1         ;
 101 ; 290 ; ESPORA       ;   140.00  ;     1.39  ;    55  ;     1     ;     1      ;     1         ;
 101 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.09  ;    41  ;     1     ;     1      ;     1         ;
 101 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    41  ;     1     ;     1      ;     1         ;
 101 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    21  ;     1     ;     1      ;     1         ;
 101 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    13  ;     1     ;     1      ;     1         ;
 101 ; 311 ; CACU         ;   211.60  ;     0.98  ;    62  ;     1     ;     1      ;     1         ;
 101 ; 312 ; B. COQUEIROS ;   321.43  ;     1.67  ;    64  ;     1     ;     1      ;     1         ;
 101 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.63  ;    82  ;     1     ;     1      ;     1         ;
 101 ; 319 ; FICT.MAUA    ;  1805.00  ;     6.54  ;    87  ;     1     ;     1      ;     1         ;
 101 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.89  ;    40  ;     1     ;     1      ;     1         ;
 101 ; 118 ; BILLINGS     ;   566.82  ;     4.15  ;    49  ;     1     ;     1      ;     1         ;
 101 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 101 ; 120 ; JAGUARI      ;   839.50  ;     2.75  ;    66  ;     1     ;     1      ;     1         ;
 101 ; 121 ; PARAIBUNA    ;  3414.00  ;     8.70  ;    62  ;     1     ;     1      ;     1         ;
 101 ; 122 ; SANTA BRANCA ;   285.00  ;     1.19  ;    62  ;     1     ;     1      ;     1         ;
 101 ; 123 ; FUNIL        ;   585.50  ;     1.49  ;    51  ;     1     ;     1      ;     1         ;
 101 ; 124 ; LAJES        ;   222.68  ;     1.50  ;    50  ;     1     ;     1      ;     1         ;
 101 ; 126 ; PICADA       ;     6.85  ;     0.07  ;    47  ;     1     ;     1      ;     1         ;
 101 ; 127 ; SOBRAGI      ;     0.09  ;     0.01  ;    49  ;     1     ;     1      ;     1         ;
 101 ; 129 ; SIMPLICIO    ;    13.45  ;     0.60  ;    53  ;     1     ;     1      ;     1         ;
 101 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.14  ;    36  ;     1     ;     1      ;     1         ;
 101 ; 133 ; P. PASSOS    ;    16.26  ;     0.07  ;    64  ;     1     ;     1      ;     1         ;
 101 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.28  ;    33  ;     1     ;     1      ;     1         ;
 101 ; 134 ; SALTO GRANDE ;    67.86  ;     0.27  ;    46  ;     1     ;     1      ;     1         ;
 101 ; 135 ; P. ESTRELA   ;    72.50  ;     0.23  ;    63  ;     1     ;     1      ;     1         ;
 101 ; 139 ; CANDONGA     ;    29.75  ;     0.13  ;    48  ;     1     ;     1      ;     1         ;
 101 ; 143 ; AIMORES      ;   179.25  ;     2.69  ;    84  ;     1     ;     1      ;     1         ;
 101 ; 144 ; MASCARENHAS  ;    21.68  ;     0.28  ;    72  ;     1     ;     1      ;     1         ;
 101 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    56  ;     1     ;     1      ;     1         ;
 101 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.04  ;    41  ;     1     ;     1      ;     1         ;
 101 ; 193 ; SA CARVALHO  ;     1.53  ;     0.03  ;    61  ;     1     ;     1      ;     1         ;
 101 ; 217 ; ROSAL        ;    17.19  ;     0.09  ;    74  ;     1     ;     1      ;     1         ;
 101 ; 279 ; SAMUEL       ;  2218.33  ;     6.12  ;    15  ;     1     ;     1      ;     1         ;
 101 ; 148 ; IRAPE        ;  4115.93  ;     6.52  ;    65  ;     1     ;     1      ;     1         ;
 101 ; 283 ; STA CLARA MG ;   148.40  ;     0.46  ;    61  ;     1     ;     1      ;     1         ;
 101 ; 001 ; CAMARGOS     ;   456.00  ;     2.75  ;    51  ;     1     ;     1      ;     1         ;
 101 ; 002 ; ITUTINGA     ;    10.64  ;     0.08  ;    48  ;     1     ;     1      ;     1         ;
 101 ; 006 ; FURNAS       ; 14341.50  ;    54.48  ;    52  ;     1     ;     1      ;     1         ;
 101 ; 007 ; M. DE MORAES ;  2790.00  ;    10.01  ;    49  ;     1     ;     1      ;     1         ;
 101 ; 008 ; ESTREITO     ;  1331.40  ;     2.47  ;    53  ;     1     ;     1      ;     1         ;
 101 ; 009 ; JAGUARA      ;   418.20  ;     1.90  ;    56  ;     1     ;     1      ;     1         ;
 101 ; 010 ; IGARAPAVA    ;   234.83  ;     3.12  ;    60  ;     1     ;     1      ;     1         ;
 101 ; 011 ; VOLTA GRANDE ;  2200.40  ;    13.10  ;    65  ;     1     ;     1      ;     1         ;
 101 ; 012 ; P. COLOMBIA  ;  1420.84  ;     9.64  ;    67  ;     1     ;     1      ;     1         ;
 101 ; 014 ; CACONDE      ;   303.00  ;     1.24  ;    60  ;     1     ;     1      ;     1         ;
 101 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.06  ;    58  ;     1     ;     1      ;     1         ;
 101 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.16  ;    60  ;     1     ;     1      ;     1         ;
 101 ; 017 ; MARIMBONDO   ;  3520.00  ;    21.68  ;    71  ;     1     ;     1      ;     1         ;
 101 ; 018 ; A. VERMELHA  ;  8440.50  ;    38.40  ;    73  ;     1     ;     1      ;     1         ;
 101 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    86.20  ;    78  ;     1     ;     1      ;     1         ;
 101 ; 024 ; EMBORCACAO   ; 11197.00  ;    16.93  ;    53  ;     1     ;     1      ;     1         ;
